topic,business_id,business_name,cluster_sentiment,generated_kp,aspects_terms,coverage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Poor quality pedicure.,['pedi'],5,"Yesterday I was at the ladue road location and during my pedi, a worker came and sat next to my chair, talking with my service provider, eating a bag of crunchy loud Doritos and watching tv, all while I'm trying to relax and enjoy, I was disgusted by the smell and situation.",On top of all that she charged me twice for my pedi!, After spending $48 for two pedi's we really didn't think it would be a problem to change from one color to another due to the first color being very dull and of poor quality.,If I wanted a 15-minute pedi I would do it myself...would have turned out better and cost way less.,      The worst pedi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Unpleasant and non English speaking technician.,['technician'],5,"
I'm not a huge fan of nail salons in general because most technicians at these giants chains are not trained to use the tools properly and they don't sanitize things well.",I will seek another technician at this location.,"While most had a good experience, I had a very unpleasant, non English speaking technician.",Even the other technicians rolled their eyes at her., Makes me wonder if the salon got their money but the technicians lost on their tip.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Will not return.,['return'],5,"I decided to drop the whole thing, vowing to never return.", Won't return.,"So, needless to say, I will not return.",I will not be returning., I will not be returning.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,No wait time.,['wait'],4,They often ignore you after signing in on arrival not giving you any information about how long the wait will be -- I waited 15 mins today before somebody finally came up front so I could ask.,I asked for my nails to be filed even and square and filer BARELY touched each nail...I believe my wait was longer than my actual service.,I should have been clued in when it's Friday afternoon and there was absolutely no wait.,I left after over an hour of waiting and went somewhere else.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Rude and unhelpful techs.,['tech'],4,I ignored my gut instinct to leave and continued with the tech who was rude even though I made numerous attempts to counter her rudeness with kindness.,The techs always give off an impression of being rude and annoyed to have to do whatever service I've booked.,The first tech even started helping another customer without finding my polish.,"

Another tech offered to take care of me and started services without telling me the price.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Rude behavior of the ladies.,"['woman', 'lady', 'girl']",4, I am in the salon right now...and I will not leave a tip..this woman is sooo rude.,The ladies are Pushy and felt rushed.," Then when the ladies showed up, they were hasty and rude.",The girl tried adding on services to my pedi multiple times then when I wanted to change my polish color she told me to pick out a new one and she didn't put any flip flops on me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,The job could have been done by myself.,"['paint job', 'job']",4," Her mother had to come behind her and re-trim my cuticles, and the paint job I got was awful.",The shape is awful and the paint job a complete mess., They do a sloppy job and rush you., I could have done the same job myself.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Constant upselling.,['upsell'],3, Watch the upsell.,"Overall thoughts: unprofessional, dirty, felt rushed, subject to the upsell the entire time, terrible pedicure with very little massage even when I paid for that specifically, and got cuticles cut up during a fill.","
4) You are subject to their upsells every 5 minutes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Cramped room.,"['front desk', 'room']",3, Someone reviews the camera at the front desk and they realize they gave my credit card to another client., When I asked why there was no wait for her.. The person at the front desks English interpretation got real bad (how convenient).,The room was really cramped.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Disappointing ratings.,"['rating', 'overall']",3,I was so surprised this nail salon had such low ratings!,"
If there was a Minus rating, I would given them -10 rating.","Overall thoughts: unprofessional, dirty, felt rushed, subject to the upsell the entire time, terrible pedicure with very little massage even when I paid for that specifically, and got cuticles cut up during a fill.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Fast-paced environment.,['rush'],3,"Rush, rush, rush!!", They do a sloppy job and rush you.,The ladies are Pushy and felt rushed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Spending money elsewhere.,['money'],3,Spend your money elsewhere.,I'll take my money elsewhere.,I have wasted my money here a handful of times and have only once enjoyed my simple manicure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Disappointing treatment.,['treatment'],2,The whole treatment was very disappointing.,Too expensive given the  bad treatment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Inconvenient chair movement.,['chair'],2,The cream color chairs are stained a dingy brown and the nail color selection is whack.,I ended up having to move chairs twice (with my shoes and bag) nearly messing up my newly painted pedi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Nail polish chips easily.,['chip'],2,It was chipping on multiple nails within three days.,It was chipping on multiple nails within three days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Over-trimmed eyebrows.,['eyebrow'],2,"She pushed my eyebrows w her finger to ""comb"" them  and cut them so none that actually needed trimmed got trimmed.","My nails looked fine (this time, thank God), but the lady waxed my eyebrows too thin (even after I explained that I didn't want them thin).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Terrible experience with dip manicure.,['dip manicure'],2,Clean and friendly but don't go here for a dip manicure.,I've been getting dip manicures for a few years and this was by far the worst experience I've ever had.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Uncomfortable experience with Amy.,['amy'],2,"I do not recommend coming here, if you do maybe get attended my someone other than Amy.", Amy was sitting across the salon staring me down the entire time and for the last 5 minutes of my manicure she sat next to my station with her back to me.... Just very aggressive and uncomfortable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,negative,Unpleasant sensation with the top coat.,['top coat'],2,When she applied the top coat it BURNED!,She processed to put the top coat in a horrible application.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,positive,Excellent gel manicures with long-lasting results.,"['manicure', 'pedicure', 'gel manicure', 'gel mani']",20,I always visit Ladue Nails and Spa when I need to do my manicure and pedicure., They had another tech come over and do my manicure while I was getting my pedicure and my nails looked great!,Beautiful job on both my pedicure (milk and honey) and my dip manicure.,Pedicure itself is decently priced ($24) and good length.," Whenever I'm back in town, I always stop in for a deluxe pedicure, and enjoy spending a little bit of time relaxing in their massage chairs.",The pedicure was fast and well done.,The Pedicures are always the best.,"The pedicure included an aloe soak, scrub and lotion, toe and foot massage, nail trim, callous buffering, wax dip, and shellac polish.",I walked in and was seated for my pedicure within 5 minutes of arriving.,With the pedicure I got a sugar scrub and lotion with a foot massage and warm towels.,Good pedicure but horrible customer service.,"My girlfriend got a manicure and pedicure, while I just got the pedicure and hey kept sneaking the extras in and let me say i did enjoy the pedicure and foot massage, but $150???","This place was great for a pedicure, but my god, DO NOT EVER GET A MASSAGE HERE.",I got a gel manicure and a pedicure with regular polish from Thu.,I love how the color and shape turned out on my gel manicure.,I go here often for gel manicures and I'm always pleased with the quality of work and how nice everyone is.,I am writing this review after visiting yesterday and getting a pretty perfect gel manicure and regular pedicure.,"Despite the staff at Ladue Nails being very rude, I thought I found my new nail shop because of how clean it is and because the location is close to my office in Clayton, which enabled me to come in on my lunch hour and get gel manicures.","I have began going of my way to my friend's shop again where they do gel manicures properly, resulting in beautiful manicures that last over 3 weeks!",I went to get a gel mani and deluxe pedi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,positive,Excellent nail service and talented nail technicians.,"['nail salon', 'nail technician', 'nail service', 'ladue nail', 'nail', 'nail tech', 'nail tech friend']",16,They offer the full smorgasbord of services that any regular nail salon would have and have almost any color of polish you could want.," The nail technicians were very nice, the store was extremely clean, and I was very satisfied with the results.","

This is a good place for a quick nail service and the outcome was very nice.",Make sure you try Ladue nails out," Firstly, I was in and out of Ladue Nail within 30 minutes, nails were done in about 20.",I love Ladue Nails!,"Ever since Ladue Nails & Spa opened this location in the Schnucks Ladue Crossing shopping plaza, my family and I have yet to go anywhere else when we want to get our nails done.",My nails look great!,Julie did a great job on my nails.,I value the times I treat myself to getting my nails done and I feel it is necessary to inform others that do the same.,After the pedi we both got a full set of nails with gel manicure.,My nails looked great after I was done!,"

Overall: go get your nails done here and ask for Nina!",It's best to make sure you find one nail tech and keep going back to them.,"

If you need a nail tech that is sweet and does a wonderful job, I recommend asking for Tammy.","I remembered what my nail tech friend told me, each gel brand is formulated to be used with their brand's products only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty & Spas,s_EQ1JQvZ32bqFfhZSgj_A,Ladue Nails & Spa,positive,Excellent customer service.,"['facility', 'service', 'location', 'customer service']",10,The facility itself is excellent!,The facility is clean and nice decor...everyone is friendly and the have so many services to choose from..if your looking to get fake acrylic nails this might not be the place for you they are into natural gel nails and will try to push that on you.,They offer the full smorgasbord of services that any regular nail salon would have and have almost any color of polish you could want.,"

TLDR: nice facility, good service 75% of the time, a little pricey but ultimately beats out any other local nail salons",Always great service.,Awesome service!,Covid hasn't effected the excellent service they deliver.,"Despite the staff at Ladue Nails being very rude, I thought I found my new nail shop because of how clean it is and because the location is close to my office in Clayton, which enabled me to come in on my lunch hour and get gel manicures.", Great customer service.,"I'm not new to getting my nails done so at times this was off putting, but I think it is amazing customer service for a someone who doesn't know what they want or is new to getting nails done.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
